,file,index,rt,pacmanPos,pacman_dir,level_0_y,first_pos,next_eat_rwd_fill,dis
2626,26-2-Omega-16-Aug-2019-1.csv,23.0,-6.0,"(22, 27)",right,8908052,"(19, 27)","(27, 29)",9.0
2627,26-2-Omega-16-Jun-2019-1.csv,10.0,-1.0,"(22, 27)",right,8912888,"(16, 27)","(22, 17)",10.0
2628,26-2-Omega-20-Aug-2019-1.csv,9.0,73.0,"(22, 27)",right,8947315,"(16, 27)","(22, 23)",4.0
2629,26-5-Omega-24-Jun-2019-1.csv,8.0,18.0,"(22, 27)",right,8999582,"(16, 27)","(25, 12)",18.0
2630,26-6-Omega-25-Jul-2019-1.csv,7.0,59.0,"(22, 27)",right,9009842,"(16, 27)","(25, 12)",18.0
2631,26-3-Omega-25-Jun-2019-1.csv,9.0,20.0,"(22, 27)",right,9016990,"(19, 27)","(23, 30)",4.0
2632,26-4-Omega-25-Jun-2019-1.csv,9.0,40.0,"(22, 27)",right,9018176,"(16, 27)","(23, 24)",4.0
2633,26-5-Omega-25-Jun-2019-1.csv,9.0,43.0,"(22, 27)",right,9018910,"(16, 27)","(22, 11)",16.0
2634,26-4-Omega-26-Jul-2019-1.csv,8.0,65.0,"(22, 27)",right,9038332,"(16, 27)","(22, 22)",5.0
2635,26-5-Omega-28-Aug-2019-1.csv,28.0,37.0,"(22, 27)",right,9047695,"(19, 27)","(23, 24)",4.0
2636,26-4-Omega-29-Aug-2019-1.csv,8.0,8.0,"(22, 27)",right,9064980,"(16, 27)","(22, 11)",16.0
2637,26-4-Omega-31-Jul-2019-1.csv,58.0,-11.0,"(22, 27)",right,9096517,"(22, 30)","(23, 9)",19.0
2638,26-5-Omega-31-Jul-2019-1.csv,9.0,86.0,"(22, 27)",right,9097951,"(16, 27)","(21, 9)",19.0
2639,26-6-Omega-31-Jul-2019-1.csv,7.0,94.0,"(22, 27)",right,9098885,"(16, 27)",,
2640,27-2-Omega-03-Jun-2019-1.csv,9.0,48.0,"(22, 27)",right,9131325,"(16, 27)","(22, 17)",10.0
2641,27-3-Omega-03-Jun-2019-1.csv,8.0,-22.0,"(22, 27)",right,9132527,"(16, 27)",,
2642,27-5-Omega-03-Sep-2019-1.csv,8.0,-9.0,"(22, 27)",right,9143144,"(16, 27)","(22, 8)",19.0
2643,27-7-Omega-04-Jul-2019-1.csv,9.0,-6.0,"(22, 27)",right,9155244,"(16, 27)","(24, 9)",20.0
2644,27-4-Omega-10-Jun-2019-1.csv,9.0,5.0,"(22, 27)",right,9212585,"(19, 27)",,
2645,27-7-Omega-12-Aug-2019-1.csv,8.0,-26.0,"(22, 27)",right,9223055,"(19, 27)",,
2646,27-5-Omega-13-Aug-2019-1.csv,8.0,69.0,"(22, 27)",right,9231424,"(16, 27)","(22, 6)",21.0
2647,27-6-Omega-13-Aug-2019-1.csv,7.0,89.0,"(22, 27)",right,9232276,"(16, 27)","(26, 12)",19.0
2648,27-4-Omega-16-Jul-2019-1.csv,10.0,98.0,"(22, 27)",right,9288520,"(16, 27)","(23, 12)",16.0
2649,27-3-Omega-17-Jun-2019-1.csv,8.0,-7.0,"(22, 27)",right,9312644,"(16, 27)","(23, 24)",4.0
2650,27-7-Omega-17-Jun-2019-1.csv,9.0,-30.0,"(22, 27)",right,9315976,"(16, 27)","(23, 9)",19.0
2651,27-5-Omega-20-Aug-2019-1.csv,9.0,89.0,"(22, 27)",right,9339386,"(16, 27)","(22, 8)",19.0
2652,27-2-Omega-21-Aug-2019-1.csv,87.0,80.0,"(22, 27)",right,9345844,"(16, 27)","(22, 23)",4.0
2653,27-3-Omega-21-Aug-2019-1.csv,7.0,-24.0,"(22, 27)",right,9348837,"(19, 27)","(27, 28)",10.0
2654,27-3-Omega-24-Jun-2019-1.csv,9.0,-1.0,"(22, 27)",right,9381688,"(16, 27)","(25, 24)",6.0
2655,27-5-Omega-24-Jun-2019-1.csv,9.0,30.0,"(22, 27)",right,9384446,"(16, 27)","(25, 12)",18.0
2656,27-6-Omega-24-Jun-2019-1.csv,8.0,33.0,"(22, 27)",right,9387362,"(19, 27)","(24, 30)",5.0
2657,27-7-Omega-24-Jun-2019-1.csv,8.0,66.0,"(22, 27)",right,9387927,"(16, 27)",,
2658,27-2-Omega-25-Jul-2019-1.csv,8.0,78.0,"(22, 27)",right,9393321,"(16, 27)","(22, 23)",4.0
2659,27-4-Omega-25-Jun-2019-1.csv,9.0,45.0,"(22, 27)",right,9407319,"(16, 27)","(23, 12)",16.0
2660,27-4-Omega-26-Aug-2019-1.csv,10.0,19.0,"(22, 27)",right,9416091,"(16, 27)","(25, 12)",18.0
2661,27-4-Omega-29-Aug-2019-1.csv,58.0,-22.0,"(22, 27)",right,9457550,"(19, 27)",,
2662,28-6-Omega-03-Sep-2019-1.csv,8.0,83.0,"(22, 27)",right,9520696,"(16, 27)","(22, 14)",13.0
2663,28-2-Omega-04-Jun-2019-1.csv,11.0,21.0,"(22, 27)",right,9525062,"(19, 27)","(22, 16)",11.0
2664,28-3-Omega-04-Jun-2019-1.csv,28.0,29.0,"(22, 27)",right,9528124,"(19, 27)","(21, 24)",4.0
2665,28-3-Omega-05-Sep-2019-1.csv,18.0,-21.0,"(22, 27)",right,9551518,"(19, 27)","(23, 30)",4.0
2666,28-4-Omega-12-Aug-2019-1.csv,8.0,32.0,"(22, 27)",right,9581432,"(16, 27)","(21, 5)",23.0
2667,28-5-Omega-16-Jul-2019-1.csv,9.0,-29.0,"(22, 27)",right,9638175,"(16, 27)","(23, 12)",16.0
2668,28-4-Omega-17-Jun-2019-1.csv,10.0,36.0,"(22, 27)",right,9657918,"(19, 27)","(22, 23)",4.0
2669,28-5-Omega-20-Aug-2019-1.csv,9.0,70.0,"(22, 27)",right,9679400,"(16, 27)","(22, 8)",19.0
2670,28-3-Omega-24-Jun-2019-1.csv,9.0,-34.0,"(22, 27)",right,9724628,"(19, 27)","(27, 29)",9.0
2671,28-4-Omega-24-Jun-2019-1.csv,8.0,74.0,"(22, 27)",right,9725204,"(16, 27)","(24, 5)",24.0
2672,28-4-Omega-25-Jul-2019-1.csv,8.0,49.0,"(22, 27)",right,9734498,"(16, 27)","(22, 22)",5.0
2673,28-2-Omega-28-Aug-2019-1.csv,9.0,-24.0,"(22, 27)",right,9771835,"(16, 27)","(25, 24)",6.0
2674,29-1-Omega-01-Jun-2019-1.csv,9.0,93.0,"(22, 27)",right,9825882,"(16, 27)","(23, 24)",4.0
2675,29-2-Omega-02-Jun-2019-2.csv,10.0,78.0,"(22, 27)",right,9851555,"(16, 27)","(22, 16)",11.0
2676,29-3-Omega-05-Sep-2019-1.csv,7.0,50.0,"(22, 27)",right,9912921,"(16, 27)","(22, 21)",6.0
2677,29-4-Omega-05-Sep-2019-1.csv,9.0,-28.0,"(22, 27)",right,9913961,"(19, 27)","(24, 30)",5.0
2678,29-3-Omega-06-Jun-2019-1.csv,9.0,-34.0,"(22, 27)",right,9919835,"(16, 27)","(24, 12)",17.0
2679,29-7-Omega-06-Jun-2019-1.csv,8.0,87.0,"(22, 27)",right,9924895,"(16, 27)","(19, 10)",22.0
2680,29-5-Omega-09-Jul-2019-1.csv,9.0,-36.0,"(22, 27)",right,9935936,"(16, 27)","(26, 24)",7.0
2681,29-6-Omega-10-Jun-2019-1.csv,9.0,15.0,"(22, 27)",right,9945056,"(16, 27)","(22, 7)",20.0
2682,29-2-Omega-12-Aug-2019-1.csv,9.0,-24.0,"(22, 27)",right,9956991,"(16, 27)","(22, 8)",19.0
2683,29-3-Omega-12-Aug-2019-1.csv,7.0,74.0,"(22, 27)",right,9958483,"(16, 27)",,
2684,29-6-Omega-13-Aug-2019-1.csv,9.0,107.0,"(22, 27)",right,9969431,"(16, 27)",,
2685,29-5-Omega-13-Jun-2019-1.csv,7.0,-13.0,"(22, 27)",right,9978140,"(19, 27)","(24, 30)",5.0
2686,29-6-Omega-13-Jun-2019-1.csv,9.0,136.0,"(22, 27)",right,9978740,"(16, 27)",,
2687,29-3-Omega-14-Aug-2019-1.csv,9.0,5.0,"(22, 27)",right,9984791,"(16, 27)","(22, 7)",20.0
2688,29-5-Omega-16-Jul-2019-1.csv,10.0,60.0,"(22, 27)",right,10015523,"(16, 27)","(22, 22)",5.0
2689,29-7-Omega-16-Jul-2019-1.csv,9.0,-22.0,"(22, 27)",right,10017047,"(16, 27)","(25, 24)",6.0
2690,29-4-Omega-16-Jun-2019-1.csv,27.0,31.0,"(22, 27)",right,10027416,"(19, 27)","(23, 24)",4.0
2691,29-3-Omega-20-Aug-2019-1.csv,9.0,-14.0,"(22, 27)",right,10056559,"(16, 27)","(21, 9)",19.0
2692,29-4-Omega-20-Aug-2019-1.csv,8.0,65.0,"(22, 27)",right,10058559,"(16, 27)",,
2693,29-2-Omega-21-Aug-2019-1.csv,29.0,1.0,"(22, 27)",right,10065484,"(19, 27)","(23, 24)",4.0
2694,29-3-Omega-21-Jun-2019-1.csv,9.0,2.0,"(22, 27)",right,10076278,"(16, 27)","(21, 9)",19.0
2695,29-5-Omega-22-Aug-2019-1.csv,7.0,54.0,"(22, 27)",right,10087721,"(19, 27)","(23, 30)",4.0
2696,29-6-Omega-22-Aug-2019-1.csv,7.0,9.0,"(22, 27)",right,10088335,"(16, 27)",,
2697,29-4-Omega-24-Jun-2019-1.csv,7.0,-29.0,"(22, 27)",right,10098367,"(16, 27)","(26, 9)",22.0
2698,29-4-Omega-29-Aug-2019-1.csv,20.0,-10.0,"(22, 27)",right,10160588,"(19, 27)","(25, 30)",6.0
2699,29-6-Omega-29-Aug-2019-1.csv,7.0,116.0,"(22, 27)",right,10162066,"(16, 27)","(22, 8)",19.0
2700,29-4-Omega-30-Aug-2019-1.csv,9.0,4.0,"(22, 27)",right,10170366,"(16, 27)","(22, 10)",17.0
2701,29-4-Omega-30-Jun-2019-1.csv,9.0,28.0,"(22, 27)",right,10180770,"(16, 27)","(22, 10)",17.0
2702,3-3-Omega-01-Jun-2019-1.csv,8.0,127.0,"(22, 27)",right,10205294,"(16, 27)","(22, 11)",16.0
2703,3-3-Omega-02-Jul-2019-1.csv,8.0,37.0,"(22, 27)",right,10222278,"(16, 27)","(22, 23)",4.0
2704,3-5-Omega-02-Jul-2019-1.csv,7.0,25.0,"(22, 27)",right,10226761,"(16, 27)","(24, 24)",5.0
2705,3-2-Omega-02-Sep-2019-2.csv,8.0,100.0,"(22, 27)",right,10242122,"(16, 27)","(22, 10)",17.0
2706,3-6-Omega-03-Sep-2019-1.csv,7.0,-24.0,"(22, 27)",right,10261682,"(16, 27)","(22, 17)",10.0
2707,3-7-Omega-04-Jun-2019-1.csv,7.0,-19.0,"(22, 27)",right,10279857,"(16, 27)",,
2708,3-2-Omega-05-Jul-2019-1.csv,9.0,43.0,"(22, 27)",right,10298223,"(16, 27)","(23, 24)",4.0
2709,3-5-Omega-05-Sep-2019-1.csv,8.0,86.0,"(22, 27)",right,10309684,"(16, 27)","(22, 8)",19.0
2710,3-4-Omega-06-Jun-2019-1.csv,8.0,83.0,"(22, 27)",right,10325711,"(16, 27)","(22, 6)",21.0
2711,3-5-Omega-06-Jun-2019-1.csv,8.0,101.0,"(22, 27)",right,10326649,"(16, 27)","(25, 9)",21.0
2712,3-4-Omega-09-Jul-2019-1.csv,8.0,-9.0,"(22, 27)",right,10336784,"(16, 27)","(24, 12)",17.0
2713,3-1-Omega-11-Jun-2019-1.csv,138.0,-39.0,"(22, 27)",right,10350152,"(19, 27)","(27, 24)",8.0
2714,3-4-Omega-11-Jun-2019-1.csv,8.0,107.0,"(22, 27)",right,10354687,"(16, 27)","(23, 9)",19.0
2715,3-4-Omega-12-Aug-2019-1.csv,8.0,90.0,"(22, 27)",right,10363724,"(16, 27)","(22, 8)",19.0
2716,3-3-Omega-13-Aug-2019-1.csv,7.0,67.0,"(22, 27)",right,10373025,"(16, 27)","(25, 24)",6.0
2717,3-8-Omega-14-Aug-2019-1.csv,8.0,102.0,"(22, 27)",right,10393493,"(16, 27)","(27, 11)",21.0
2718,3-4-Omega-15-Jul-2019-1.csv,7.0,-32.0,"(22, 27)",right,10412974,"(19, 27)","(26, 30)",7.0
2719,3-4-Omega-16-Jun-2019-1.csv,8.0,-1.0,"(22, 27)",right,10456316,"(16, 27)",,
2720,3-3-Omega-17-Jul-2019-1.csv,8.0,52.0,"(22, 27)",right,10463986,"(16, 27)","(22, 15)",12.0
2721,3-4-Omega-18-Jul-2019-2.csv,7.0,46.0,"(22, 27)",right,10487170,"(16, 27)",,
2722,3-3-Omega-20-Aug-2019-1.csv,8.0,134.0,"(22, 27)",right,10534866,"(16, 27)","(23, 12)",16.0
2723,3-4-Omega-20-Aug-2019-1.csv,26.0,-6.0,"(22, 27)",right,10536425,"(19, 27)","(16, 13)",20.0
2724,3-4-Omega-21-Aug-2019-1.csv,9.0,-6.0,"(22, 27)",right,10547306,"(19, 27)",,
2725,3-4-Omega-22-Jul-2019-1.csv,7.0,67.0,"(22, 27)",right,10574641,"(16, 27)","(22, 21)",6.0
2726,3-5-Omega-24-Jun-2019-1.csv,8.0,34.0,"(22, 27)",right,10595983,"(16, 27)","(22, 8)",19.0
2727,3-5-Omega-25-Jul-2019-1.csv,8.0,53.0,"(22, 27)",right,10607736,"(16, 27)",,
2728,3-4-Omega-27-Jun-2019-1.csv,9.0,80.0,"(22, 27)",right,10648731,"(16, 27)","(23, 9)",19.0
2729,3-2-Omega-28-Aug-2019-1.csv,7.0,2.0,"(22, 27)",right,10657215,"(16, 27)","(23, 12)",16.0
2730,3-5-Omega-30-Aug-2019-1.csv,7.0,-5.0,"(22, 27)",right,10700381,"(16, 27)","(27, 25)",9.0
2731,30-1-Omega-02-Jun-2019-2.csv,10.0,20.0,"(22, 27)",right,10741365,"(16, 27)","(22, 22)",5.0
2732,30-1-Omega-02-Jun-2019-2.csv,68.0,36.0,"(22, 27)",right,10742907,"(19, 27)","(25, 30)",6.0
2733,30-4-Omega-02-Jun-2019-2.csv,10.0,81.0,"(22, 27)",right,10747398,"(16, 27)","(24, 12)",17.0
2734,30-5-Omega-04-Jul-2019-1.csv,7.0,-24.0,"(22, 27)",right,10782843,"(16, 27)",,
2735,30-2-Omega-05-Aug-2019-1.csv,8.0,71.0,"(22, 27)",right,10798002,"(16, 27)","(23, 12)",16.0
2736,30-2-Omega-12-Aug-2019-1.csv,28.0,-2.0,"(22, 27)",right,10848912,"(19, 27)","(25, 24)",6.0
2737,30-5-Omega-12-Aug-2019-1.csv,8.0,-11.0,"(22, 27)",right,10851697,"(16, 27)","(25, 12)",18.0
2738,30-3-Omega-13-Jun-2019-1.csv,9.0,-16.0,"(22, 27)",right,10869486,"(16, 27)","(26, 12)",19.0
2739,30-5-Omega-13-Jun-2019-1.csv,8.0,-35.0,"(22, 27)",right,10872642,"(19, 27)","(27, 31)",9.0
2740,30-4-Omega-15-Jun-2019-1.csv,10.0,-13.0,"(22, 27)",right,10892395,"(16, 27)","(23, 9)",19.0
2741,30-5-Omega-15-Jun-2019-1.csv,9.0,-36.0,"(22, 27)",right,10893981,"(16, 27)","(26, 12)",19.0
2742,30-4-Omega-16-Aug-2019-1.csv,7.0,0.0,"(22, 27)",right,10904613,"(16, 27)","(24, 30)",5.0
2743,30-5-Omega-16-Aug-2019-1.csv,8.0,23.0,"(22, 27)",right,10905301,"(16, 27)",,
2744,30-2-Omega-16-Jun-2019-1.csv,9.0,-35.0,"(22, 27)",right,10911024,"(19, 27)","(22, 30)",3.0
2745,30-7-Omega-21-Jun-2019-1.csv,10.0,26.0,"(22, 27)",right,10957360,"(16, 27)","(27, 11)",21.0
2746,30-5-Omega-25-Jun-2019-1.csv,8.0,51.0,"(22, 27)",right,11002673,"(19, 27)","(26, 30)",7.0
2747,30-3-Omega-26-Aug-2019-1.csv,7.0,62.0,"(22, 27)",right,11011846,"(16, 27)","(24, 9)",20.0
2748,30-5-Omega-28-Aug-2019-1.csv,8.0,36.0,"(22, 27)",right,11030545,"(16, 27)","(24, 24)",5.0
2749,30-2-Omega-28-May-2019-1.csv,9.0,70.0,"(22, 27)",right,11036155,"(16, 27)","(23, 24)",4.0
2750,30-4-Omega-30-Aug-2019-1.csv,9.0,43.0,"(22, 27)",right,11059135,"(19, 27)",,
2751,30-3-Omega-31-Jul-2019-1.csv,25.0,-29.0,"(22, 27)",right,11067111,"(19, 27)","(19, 22)",8.0
2752,31-5-Omega-01-Jun-2019-1.csv,9.0,36.0,"(22, 27)",right,11079012,"(16, 27)","(23, 9)",19.0
2753,31-3-Omega-02-Jun-2019-2.csv,8.0,8.0,"(22, 27)",right,11087050,"(19, 27)","(24, 30)",5.0
2754,31-5-Omega-03-Sep-2019-1.csv,7.0,61.0,"(22, 27)",right,11104971,"(16, 27)","(22, 14)",13.0
2755,31-6-Omega-03-Sep-2019-1.csv,8.0,9.0,"(22, 27)",right,11105921,"(16, 27)",,
2756,31-3-Omega-04-Jun-2019-1.csv,8.0,127.0,"(22, 27)",right,11121867,"(16, 27)","(22, 11)",16.0
2757,31-6-Omega-04-Jun-2019-1.csv,8.0,61.0,"(22, 27)",right,11125383,"(16, 27)","(15, 9)",25.0
2758,31-4-Omega-09-Jul-2019-1.csv,9.0,12.0,"(22, 27)",right,11161746,"(16, 27)","(15, 9)",25.0
2759,31-6-Omega-09-Jul-2019-1.csv,8.0,41.0,"(22, 27)",right,11163759,"(16, 27)","(22, 6)",21.0
2760,31-5-Omega-12-Aug-2019-1.csv,9.0,-31.0,"(22, 27)",right,11173203,"(16, 27)","(23, 12)",16.0
2761,31-7-Omega-13-Aug-2019-1.csv,8.0,4.0,"(22, 27)",right,11184744,"(16, 27)","(25, 12)",18.0
2762,31-8-Omega-13-Aug-2019-1.csv,8.0,37.0,"(22, 27)",right,11185771,"(16, 27)","(24, 9)",20.0
2763,31-6-Omega-14-Aug-2019-1.csv,7.0,41.0,"(22, 27)",right,11208826,"(16, 27)",,
2764,31-6-Omega-29-Aug-2019-1.csv,8.0,-20.0,"(22, 27)",right,11363243,"(16, 27)","(26, 24)",7.0
2765,31-4-Omega-30-Aug-2019-1.csv,9.0,-18.0,"(22, 27)",right,11372382,"(16, 27)","(26, 12)",19.0
2766,32-2-Omega-01-Jun-2019-1.csv,9.0,58.0,"(22, 27)",right,11379919,"(16, 27)","(22, 7)",20.0
2767,32-4-Omega-01-Jun-2019-1.csv,8.0,-18.0,"(22, 27)",right,11382043,"(19, 27)","(23, 30)",4.0
2768,32-6-Omega-01-Jun-2019-1.csv,8.0,105.0,"(22, 27)",right,11384057,"(16, 27)",,
2769,32-2-Omega-02-Jun-2019-2.csv,9.0,-20.0,"(22, 27)",right,11385927,"(16, 27)","(23, 24)",4.0
2770,32-6-Omega-02-Jun-2019-2.csv,9.0,67.0,"(22, 27)",right,11392207,"(16, 27)","(24, 12)",17.0
2771,32-7-Omega-02-Jun-2019-2.csv,9.0,75.0,"(22, 27)",right,11393400,"(16, 27)","(24, 9)",20.0
2772,32-4-Omega-04-Jul-2019-1.csv,10.0,11.0,"(22, 27)",right,11412749,"(16, 27)","(24, 12)",17.0
2773,32-6-Omega-04-Jul-2019-1.csv,9.0,37.0,"(22, 27)",right,11416128,"(16, 27)","(23, 5)",23.0
2774,32-6-Omega-05-Aug-2019-1.csv,7.0,82.0,"(22, 27)",right,11433610,"(16, 27)","(19, 10)",22.0
2775,32-5-Omega-05-Sep-2019-1.csv,8.0,-29.0,"(22, 27)",right,11444271,"(19, 27)",,
2776,32-4-Omega-06-Jun-2019-1.csv,8.0,13.0,"(22, 27)",right,11449604,"(16, 27)","(22, 13)",14.0
2777,32-6-Omega-06-Jun-2019-1.csv,9.0,10.0,"(22, 27)",right,11451936,"(16, 27)","(25, 12)",18.0
2778,32-2-Omega-13-Aug-2019-1.csv,9.0,80.0,"(22, 27)",right,11494673,"(16, 27)","(25, 9)",21.0
2779,32-5-Omega-16-Aug-2019-1.csv,8.0,57.0,"(22, 27)",right,11538179,"(16, 27)","(22, 7)",20.0
2780,32-5-Omega-20-Aug-2019-1.csv,7.0,48.0,"(22, 27)",right,11557076,"(16, 27)",,
2781,32-4-Omega-21-Aug-2019-1.csv,8.0,115.0,"(22, 27)",right,11566663,"(16, 27)","(23, 12)",16.0
2782,32-2-Omega-22-Aug-2019-1.csv,145.0,37.0,"(22, 27)",right,11576913,"(19, 27)","(19, 23)",7.0
2783,32-5-Omega-28-Aug-2019-1.csv,8.0,61.0,"(22, 27)",right,11621518,"(16, 27)","(23, 9)",19.0
2784,32-7-Omega-29-Aug-2019-1.csv,9.0,-23.0,"(22, 27)",right,11641689,"(19, 27)","(27, 28)",10.0
2785,33-2-Omega-01-Jun-2019-1.csv,9.0,108.0,"(22, 27)",right,11672175,"(16, 27)","(25, 12)",18.0
2786,33-3-Omega-03-Sep-2019-1.csv,8.0,93.0,"(22, 27)",right,11689432,"(16, 27)","(22, 10)",17.0
2787,33-7-Omega-04-Jul-2019-1.csv,10.0,34.0,"(22, 27)",right,11702413,"(16, 27)","(27, 12)",20.0
2788,33-3-Omega-04-Jun-2019-1.csv,9.0,83.0,"(22, 27)",right,11707086,"(16, 27)","(22, 18)",9.0
2789,33-4-Omega-05-Aug-2019-1.csv,9.0,-36.0,"(22, 27)",right,11716084,"(16, 27)","(25, 9)",21.0
2790,33-4-Omega-05-Sep-2019-1.csv,8.0,-15.0,"(22, 27)",right,11728443,"(16, 27)","(26, 12)",19.0
2791,33-5-Omega-06-Jun-2019-1.csv,8.0,40.0,"(22, 27)",right,11738412,"(16, 27)","(19, 10)",22.0
2792,33-6-Omega-06-Jun-2019-1.csv,7.0,43.0,"(22, 27)",right,11739426,"(16, 27)","(22, 6)",21.0
2793,33-5-Omega-12-Aug-2019-1.csv,8.0,134.0,"(22, 27)",right,11749755,"(16, 27)","(22, 10)",17.0
2794,33-4-Omega-13-Jun-2019-1.csv,8.0,52.0,"(22, 27)",right,11766868,"(16, 27)","(21, 9)",19.0
2795,33-6-Omega-15-Aug-2019-1.csv,8.0,30.0,"(22, 27)",right,11779232,"(16, 27)",,
2796,33-5-Omega-16-Aug-2019-1.csv,7.0,-40.0,"(22, 27)",right,11800569,"(16, 27)",,
2797,33-3-Omega-25-Jun-2019-1.csv,9.0,22.0,"(22, 27)",right,11854018,"(16, 27)","(22, 23)",4.0
2798,33-4-Omega-25-Jun-2019-1.csv,9.0,27.0,"(22, 27)",right,11855078,"(16, 27)","(23, 24)",4.0
2799,33-4-Omega-31-Jul-2019-1.csv,7.0,97.0,"(22, 27)",right,11915092,"(16, 27)","(22, 9)",18.0
2800,34-3-Omega-01-Jun-2019-1.csv,9.0,-8.0,"(22, 27)",right,11921042,"(16, 27)","(25, 9)",21.0
2801,34-4-Omega-02-Jun-2019-2.csv,9.0,-44.0,"(22, 27)",right,11931253,"(19, 27)","(24, 30)",5.0
2802,34-4-Omega-06-Jun-2019-1.csv,8.0,-20.0,"(22, 27)",right,11988764,"(19, 27)","(26, 30)",7.0
2803,34-3-Omega-10-Jun-2019-1.csv,37.0,-21.0,"(22, 27)",right,11998262,"(19, 27)",,
2804,34-4-Omega-19-Aug-2019-1.csv,8.0,-44.0,"(22, 27)",right,12059485,"(16, 27)","(23, 12)",16.0
2805,34-4-Omega-21-Aug-2019-1.csv,10.0,96.0,"(22, 27)",right,12081743,"(16, 27)","(18, 5)",26.0
2806,34-3-Omega-22-Aug-2019-1.csv,8.0,27.0,"(22, 27)",right,12089731,"(16, 27)","(23, 24)",4.0
2807,34-3-Omega-26-Aug-2019-1.csv,8.0,135.0,"(22, 27)",right,12115365,"(16, 27)","(21, 9)",19.0
2808,34-4-Omega-26-Aug-2019-1.csv,9.0,97.0,"(22, 27)",right,12116329,"(16, 27)","(22, 6)",21.0
2809,34-3-Omega-28-Aug-2019-1.csv,27.0,11.0,"(22, 27)",right,12128065,"(19, 27)","(19, 22)",8.0
2810,34-6-Omega-29-Aug-2019-1.csv,7.0,61.0,"(22, 27)",right,12147743,"(16, 27)",,
2811,34-5-Omega-31-Jul-2019-1.csv,8.0,72.0,"(22, 27)",right,12166361,"(16, 27)","(22, 9)",18.0
2812,35-2-Omega-02-Jun-2019-2.csv,9.0,29.0,"(22, 27)",right,12181635,"(16, 27)","(22, 20)",7.0
2813,35-3-Omega-02-Jun-2019-2.csv,9.0,-15.0,"(22, 27)",right,12182700,"(16, 27)","(23, 18)",10.0
2814,35-4-Omega-02-Jun-2019-2.csv,10.0,12.0,"(22, 27)",right,12183563,"(16, 27)","(23, 12)",16.0
2815,35-5-Omega-02-Jun-2019-2.csv,10.0,-5.0,"(22, 27)",right,12184458,"(16, 27)","(23, 24)",4.0
2816,35-2-Omega-04-Jun-2019-1.csv,8.0,36.0,"(22, 27)",right,12193949,"(16, 27)","(22, 15)",12.0
2817,35-5-Omega-05-Sep-2019-1.csv,7.0,84.0,"(22, 27)",right,12217294,"(16, 27)",,
2818,35-5-Omega-13-Jun-2019-1.csv,9.0,103.0,"(22, 27)",right,12244874,"(16, 27)","(22, 11)",16.0
2819,35-5-Omega-15-Aug-2019-1.csv,8.0,9.0,"(22, 27)",right,12258334,"(19, 27)","(23, 30)",4.0
2820,35-2-Omega-16-Aug-2019-1.csv,9.0,75.0,"(22, 27)",right,12278867,"(16, 27)","(22, 20)",7.0
2821,35-5-Omega-19-Aug-2019-1.csv,13.0,23.0,"(22, 27)",right,12293100,"(19, 27)","(22, 9)",18.0
2822,35-1-Omega-21-Aug-2019-1.csv,219.0,8.0,"(22, 27)",right,12310796,"(19, 27)","(19, 22)",8.0
2823,35-5-Omega-21-Aug-2019-1.csv,9.0,67.0,"(22, 27)",right,12314080,"(16, 27)","(20, 9)",20.0
2824,35-8-Omega-22-Aug-2019-1.csv,9.0,35.0,"(22, 27)",right,12327390,"(16, 27)","(24, 24)",5.0
2825,35-5-Omega-28-Aug-2019-1.csv,7.0,-26.0,"(22, 27)",right,12346546,"(16, 27)","(27, 11)",21.0
2826,35-4-Omega-28-May-2019-1.csv,9.0,43.0,"(22, 27)",right,12354072,"(16, 27)","(23, 12)",16.0
2827,35-2-Omega-29-Aug-2019-1.csv,16.0,38.0,"(22, 27)",right,12361247,"(19, 27)","(22, 17)",10.0
2828,35-5-Omega-31-Jul-2019-1.csv,9.0,111.0,"(22, 27)",right,12385967,"(16, 27)","(27, 5)",27.0
2829,36-3-Omega-01-Jun-2019-1.csv,8.0,14.0,"(22, 27)",right,12393406,"(16, 27)","(23, 24)",4.0
2830,36-5-Omega-01-Jun-2019-1.csv,8.0,119.0,"(22, 27)",right,12394410,"(16, 27)","(22, 17)",10.0
2831,36-4-Omega-13-Aug-2019-1.csv,35.0,-26.0,"(22, 27)",right,12458153,"(19, 27)",,
2832,36-4-Omega-15-Aug-2019-1.csv,9.0,-18.0,"(22, 27)",right,12466611,"(16, 27)","(26, 24)",7.0
2833,36-5-Omega-15-Aug-2019-1.csv,7.0,64.0,"(22, 27)",right,12467134,"(16, 27)","(22, 10)",17.0
2834,36-2-Omega-22-Aug-2019-1.csv,8.0,57.0,"(22, 27)",right,12523594,"(16, 27)","(22, 23)",4.0
2835,36-4-Omega-22-Aug-2019-1.csv,29.0,40.0,"(22, 27)",right,12528546,"(19, 27)","(21, 24)",4.0
2836,36-7-Omega-22-Aug-2019-1.csv,8.0,51.0,"(22, 27)",right,12530678,"(16, 27)",,
2837,36-3-Omega-26-Aug-2019-1.csv,8.0,54.0,"(22, 27)",right,12537811,"(16, 27)","(22, 17)",10.0
2838,36-4-Omega-30-Aug-2019-1.csv,8.0,26.0,"(22, 27)",right,12558738,"(19, 27)","(23, 30)",4.0
2839,37-4-Omega-04-Jun-2019-1.csv,9.0,62.0,"(22, 27)",right,12582242,"(16, 27)","(22, 10)",17.0
